DATETIME,X,Y,Z
115720369,0.64,0.01,9.74
115720369,0.73,0.10,9.35
115720371,0.65,0.08,9.69
115720371,0.51,-0.03,9.56
115720373,0.80,0.13,9.70
115720374,0.75,0.17,9.95
115720375,0.48,0.04,9.61
115720376,0.47,0.09,9.41
115720378,0.77,0.12,9.85
115720378,0.81,0.08,9.78
115720380,0.70,0.13,9.58
115720380,0.53,0.12,9.80
115720382,0.53,-0.02,9.88
115720382,0.69,0.04,9.52
115720384,0.67,0.08,9.98
115720384,0.45,-0.08,9.71
115720386,0.62,0.04,9.57
115720386,0.78,0.15,9.86
115720388,0.71,0.10,9.77
115720388,0.53,0.06,9.47
115720390,0.55,0.06,9.85
115720391,0.65,0.01,9.88
115720392,0.77,0.06,9.45
115720392,0.77,0.17,9.69
115720394,0.51,0.04,9.94
115720395,0.72,-0.01,9.51
115720397,0.84,0.10,9.88
115720398,0.57,0.02,9.80
115720400,0.41,0.03,9.45
115720400,0.62,0.12,9.73
115720401,0.71,0.04,9.80
115720401,0.73,0.08,9.55
115720403,0.71,0.15,9.67
115720403,0.47,0.04,10.00
115720406,0.53,-0.04,9.73
115720406,0.85,0.14,9.68
115720408,0.81,0.15,10.02
115720408,0.54,0.01,9.53
115720410,0.74,0.06,9.80
115720410,0.79,0.04,9.84
115720412,0.69,0.04,9.51
115720412,0.50,0.08,9.67
115720414,0.57,-0.02,9.93
115720414,0.75,0.02,9.62
115720416,0.84,0.19,9.55
115720416,0.65,0.20,10.00
115720418,0.45,-0.03,9.84
115720418,0.59,-0.03,9.41
115720421,0.83,0.11,9.82
115720421,0.56,0.04,9.45
115720423,0.50,0.10,9.63
115720423,0.66,0.02,9.88
115720425,0.83,0.05,9.54
115720425,0.76,0.16,9.53
115720427,0.53,0.10,9.81
115720429,0.47,-0.09,9.66
115720429,0.69,-0.02,9.44
115720431,0.85,0.15,9.81
115720431,0.65,0.06,9.90
115720433,0.59,0.09,9.66
115720433,0.84,0.01,9.97
115720435,0.79,0.03,9.64
115720435,0.64,0.11,9.52
115720437,0.55,0.04,9.82
115720437,0.62,-0.05,9.70
115720439,0.85,0.08,9.49
115720439,0.85,0.16,9.79
115720442,0.54,0.02,9.96
115720442,0.46,-0.07,9.60
115720444,0.70,0.06,9.73
115720444,0.62,-0.02,9.64
115720446,0.49,0.02,9.52
115720447,0.55,0.02,9.83
115720448,0.69,-0.01,9.76
115720449,0.84,0.07,9.52
115720450,0.68,0.12,9.85
115720451,0.50,-0.03,9.85
115720452,0.53,-0.02,9.54
115720453,0.79,0.17,9.71
115720455,0.81,0.12,9.99
115720455,0.52,0.06,9.42
115720457,0.70,0.09,9.88
115720457,0.76,0.03,9.74
115720459,0.68,0.09,9.44
115720459,0.56,0.10,9.83
115720462,0.55,-0.08,9.87
115720462,0.68,-0.07,9.48
115720463,0.90,0.12,9.69
115720463,0.67,0.12,9.97
115720465,0.38,-0.05,9.66
115720465,0.54,0.01,9.56
115720468,0.72,0.09,9.76
115720468,0.53,0.07,9.53
115720470,0.53,0.08,9.81
115720470,0.56,-0.09,9.86
115720472,0.79,0.02,9.47
115720473,0.85,0.15,9.61
115720475,0.55,0.07,9.90
115720475,0.44,-0.08,9.61
115720477,0.57,0.06,9.53
115720477,0.80,0.14,9.91
115720479,0.69,0.06,9.73
115720479,0.62,0.03,9.82
115720481,0.73,-0.00,9.91
115720481,0.72,0.09,9.55
115720483,0.71,0.13,9.73
115720483,0.51,0.02,10.03
115720484,0.47,-0.05,9.64
115720485,0.81,0.12,9.56
115720487,0.86,0.17,9.90
115720487,0.54,0.00,9.74
115720490,0.51,0.03,9.49
115720490,0.68,0.06,9.79
115720492,0.78,0.06,9.83
115720492,0.53,0.10,9.59
115720493,0.47,0.00,9.88
115720495,0.61,-0.02,9.58
115720495,0.81,0.18,9.53
115720497,0.78,0.21,9.90
115720497,0.42,-0.00,9.78
115720499,0.47,-0.05,9.53
115720500,0.76,0.08,9.78
115720501,0.76,0.05,9.83
115720503,0.52,0.03,9.39
115720505,0.44,0.09,9.63
115720505,0.72,-0.03,9.61
115720506,0.70,0.16,9.53
115720507,0.58,0.13,9.90
115720509,0.47,-0.05,9.78
115720509,0.64,0.02,9.48
115720511,0.84,0.18,9.82
115720511,0.67,0.03,9.92
115720513,0.46,-0.03,9.49
115720513,0.56,0.06,9.62
115720515,0.81,0.06,10.01
115720515,0.84,0.05,9.66
115720517,0.59,0.05,9.84
115720517,0.59,-0.11,9.67
115720519,0.80,0.10,9.45
115720519,0.91,0.21,9.86
115720521,0.61,0.04,9.93
115720522,0.41,-0.02,9.55
115720523,0.65,0.11,9.69
115720523,0.85,0.13,9.90
115720525,0.71,0.06,9.66
115720525,0.51,0.03,9.59
115720528,0.50,0.02,9.90
115720528,0.80,0.03,9.48
115720530,0.78,0.16,9.76
115720531,0.48,-0.04,9.84
115720532,0.44,-0.05,9.54
115720533,0.81,0.11,9.68
115720535,0.75,0.11,9.92
115720535,0.51,0.05,9.60
115720537,0.47,0.09,9.53
115720537,0.60,0.02,9.94
115720539,0.72,0.01,9.73
115720539,0.72,0.13,9.57
115720541,0.46,0.00,9.86
115720541,0.62,0.00,9.47
115720543,0.90,0.14,9.71
115720543,0.71,0.06,9.93
115720545,0.45,-0.06,9.61
115720545,0.52,0.04,9.56
115720547,0.77,0.09,9.90
115720547,0.74,0.05,9.69
115720550,0.62,0.08,9.41
115720550,0.50,0.11,9.72
115720552,0.55,-0.05,9.78
115720552,0.86,0.16,9.78
115720554,0.57,0.11,9.92
115720554,0.40,-0.07,9.54
115720556,0.61,0.05,9.57
115720556,0.82,0.13,9.93
115720558,0.71,0.06,9.79
115720558,0.51,0.06,9.49
115720560,0.53,0.12,9.74
115720560,0.68,0.05,9.85
115720562,0.78,0.10,9.48
115720562,0.66,0.17,9.65
115720565,0.48,-0.08,9.61
115720565,0.76,0.06,9.54
115720567,0.86,0.16,9.84
115720567,0.58,0.04,9.75
115720569,0.46,-0.01,9.59
115720569,0.59,0.04,9.84
115720571,0.70,0.09,9.88
115720571,0.69,0.12,9.47
115720573,0.60,0.11,9.61
115720573,0.47,0.01,9.95
115720575,0.55,0.02,9.57
115720575,0.69,0.15,9.96
115720577,0.42,-0.04,9.75
115720580,0.50,-0.04,9.56
115720580,0.76,0.11,9.78
115720582,0.80,0.08,9.87
115720582,0.56,0.11,9.61
115720584,0.47,0.11,9.68
115720584,0.51,-0.01,9.92
115720586,0.69,-0.04,9.58
115720586,0.83,0.15,9.52
115720588,0.63,0.10,9.86
115720588,0.59,-0.04,9.45
115720590,0.84,0.11,9.71
115720590,0.67,0.06,9.90
115720593,0.48,0.00,9.53
115720593,0.54,0.04,9.67
115720595,0.72,0.06,9.96
115720595,0.76,0.05,9.63
115720597,0.74,0.14,9.57
115720597,0.51,0.10,10.00
115720599,0.45,-0.06,9.75
115720599,0.70,0.03,9.48
115720601,0.60,0.04,9.91
115720601,0.36,-0.09,9.48
115720603,0.58,0.03,9.66
115720603,0.76,0.02,9.95
115720605,0.67,-0.02,9.65
115720605,0.57,0.01,9.54
115720607,0.51,0.03,9.82
115720607,0.58,-0.11,9.66
115720609,0.76,0.10,9.45
115720609,0.78,0.12,9.83
115720612,0.46,-0.06,9.89
115720612,0.78,0.11,9.68
115720614,0.86,0.11,9.93
115720614,0.65,0.01,9.71
115720616,0.55,0.02,9.60
115720616,0.57,-0.01,9.84
115720618,0.72,-0.03,9.67
115720618,0.85,0.09,9.52
115720620,0.72,0.17,9.81
115720620,0.43,-0.01,9.85
115720623,0.57,-0.01,9.45
115720623,0.83,0.12,9.65
115720625,0.47,-0.02,9.56
115720625,0.47,0.02,9.46
115720627,0.75,0.11,9.78
115720627,0.81,0.04,9.67
115720629,0.66,0.07,9.47
115720629,0.52,0.07,9.79
115720631,0.48,-0.03,9.85
115720633,0.65,0.02,9.50
115720633,0.88,0.19,9.67
115720635,0.66,0.06,9.97
115720635,0.42,-0.06,9.61
115720637,0.84,0.14,9.83
115720637,0.73,0.07,9.76
115720639,0.50,0.09,9.49
115720639,0.47,0.12,9.82
115720641,0.62,0.01,9.87
115720641,0.73,0.09,9.58
115720644,0.81,0.17,9.72
115720644,0.56,0.07,9.89
115720646,0.43,-0.06,9.56
115720646,0.73,0.02,9.46
115720648,0.88,0.10,9.85
115720648,0.45,0.06,9.46
115720650,0.62,0.07,9.73
115720650,0.82,0.07,9.83
115720652,0.80,0.09,9.46
115720652,0.66,0.12,9.63
115720654,0.50,-0.00,9.87
115720655,0.57,-0.06,9.63
115720657,0.85,0.09,9.54
115720657,0.79,0.14,9.89
115720659,0.51,-0.04,9.76
115720659,0.50,0.02,9.51
115720661,0.80,0.05,9.91
115720661,0.71,0.04,9.57
115720664,0.53,0.11,9.59
115720664,0.55,0.00,9.83
115720665,0.70,-0.04,9.61
115720666,0.86,0.11,9.57
115720668,0.70,0.13,9.92
115720668,0.41,0.00,9.72
115720670,0.50,0.02,9.46
115720670,0.81,0.10,9.79
115720672,0.76,0.10,9.81
115720672,0.43,0.07,9.68
115720674,0.62,0.04,9.89
115720674,0.72,0.01,9.49
115720676,0.74,0.14,9.47
115720677,0.59,0.07,9.85
115720679,0.40,-0.09,9.69
115720679,0.68,-0.02,9.43
115720681,0.86,0.16,9.84
115720681,0.57,0.06,9.99
115720683,0.39,0.02,9.53
115720683,0.55,0.08,9.71
115720685,0.79,0.06,9.64
115720685,0.63,0.12,9.53
115720687,0.47,0.03,9.82
115720687,0.53,-0.11,9.77
115720689,0.77,0.06,9.62
115720690,0.80,0.16,9.86
115720691,0.57,0.07,9.86
115720691,0.39,-0.02,9.42
115720693,0.66,0.11,9.65
115720694,0.74,0.09,9.95
115720696,0.60,0.03,9.61
115720696,0.56,0.03,9.85
115720698,0.67,0.06,9.66
115720698,0.82,0.19,9.51
115720700,0.69,0.17,9.83
115720700,0.43,-0.05,9.84
115720703,0.50,-0.03,9.57
115720703,0.78,0.16,9.65
115720705,0.79,0.14,9.90
115720705,0.52,0.01,9.58
115720707,0.43,0.00,9.60
115720707,0.66,0.04,9.88
115720709,0.77,0.17,9.55
115720709,0.58,0.18,9.87
115720711,0.48,-0.01,9.82
115720712,0.68,0.03,9.50
115720713,0.88,0.18,9.66
115720713,0.69,0.17,9.95
115720715,0.39,-0.02,9.59
115720715,0.50,0.01,9.57
115720717,0.74,0.09,9.86
115720717,0.74,0.08,9.72
115720719,0.60,0.12,9.53
115720720,0.54,0.07,9.80
115720722,0.73,0.04,9.49
115720722,0.77,0.12,9.72
115720723,0.53,0.04,9.95
115720723,0.39,-0.09,9.62
115720725,0.70,-0.02,9.57
115720727,0.87,0.07,9.97
115720727,0.67,0.04,9.88
115720730,0.50,0.08,9.60
115720730,0.57,0.06,9.87
115720732,0.70,0.02,9.95
115720733,0.77,0.07,9.54
115720734,0.48,0.06,9.91
115720735,0.52,-0.06,9.57
115720737,0.79,0.09,9.50
115720737,0.86,0.16,9.89
115720738,0.55,0.00,9.76
115720738,0.48,0.01,9.34
115720741,0.65,0.08,9.79
115720741,0.80,0.04,9.90
115720743,0.75,0.09,9.53
115720743,0.58,0.16,9.71
115720745,0.48,-0.00,9.91
115720745,0.87,0.15,9.55
115720747,0.71,0.22,10.03
115720747,0.42,-0.03,9.76
115720749,0.53,-0.03,9.46
115720749,0.76,0.08,9.86
115720752,0.80,0.05,9.83
115720752,0.60,-0.01,9.46
115720754,0.44,0.05,9.66
115720754,0.57,-0.02,9.88
115720756,0.74,0.02,9.59
115720756,0.80,0.21,9.58
115720758,0.41,-0.02,9.78
115720758,0.55,0.02,9.52
115720760,0.86,0.16,9.85
115720760,0.67,0.06,9.85
115720762,0.42,-0.02,9.54
115720762,0.49,0.05,9.71
115720765,0.69,0.05,9.90
115720765,0.77,0.03,9.56
115720767,0.67,0.12,9.47
115720767,0.51,0.08,9.85
115720769,0.47,-0.08,9.73
115720769,0.85,0.17,9.81
115720771,0.62,0.04,9.87
115720771,0.48,-0.04,9.47
115720774,0.67,0.06,9.69
115720774,0.83,0.17,9.88
115720776,0.73,0.08,9.55
115720776,0.58,0.08,9.55
115720778,0.52,0.01,9.86
115720778,0.64,-0.04,9.65
115720780,0.82,0.13,9.44
115720780,0.71,0.19,9.76
115720782,0.48,-0.04,9.45
115720782,0.78,0.06,9.68
115720784,0.78,0.13,9.87
115720784,0.57,0.08,9.57
115720786,0.52,0.06,9.55
115720786,0.61,0.01,9.83
115720788,0.76,0.02,9.60
115720789,0.79,0.08,9.48
115720791,0.58,0.10,9.83
115720791,0.41,-0.04,9.90
115720792,0.59,-0.04,9.52
115720792,0.75,0.09,9.88
115720794,0.41,-0.04,9.57
115720796,0.54,0.00,9.54
115720796,0.74,0.08,9.90
115720798,0.79,0.06,9.72
115720798,0.67,0.15,9.48
115720800,0.54,0.08,9.75
115720800,0.49,-0.04,9.84
115720803,0.59,-0.01,9.47
115720803,0.86,0.17,9.66
115720805,0.67,0.10,9.98
115720805,0.58,-0.03,9.56
115720807,0.86,0.13,9.95
115720807,0.71,0.09,9.74
115720809,0.52,0.05,9.56
115720810,0.55,0.04,9.83
115720812,0.68,-0.02,9.78
115720812,0.80,0.07,9.50
115720814,0.74,0.19,9.70
115720814,0.47,0.07,9.96
115720817,0.47,-0.05,9.58
115720817,0.84,0.17,9.84
115720819,0.60,0.07,9.68
115720819,0.48,0.02,9.45
115720821,0.62,0.04,9.80
115720821,0.70,0.03,9.81
115720823,0.75,0.04,9.59
115720823,0.68,0.16,9.69
115720825,0.53,0.01,9.95
115720825,0.54,-0.03,9.62
115720827,0.79,0.17,9.50
115720827,0.80,0.21,9.82
115720829,0.51,-0.03,9.69
115720829,0.74,0.08,9.71
115720831,0.84,0.09,9.86
115720831,0.64,0.10,9.49
115720833,0.49,0.09,9.68
115720833,0.56,-0.05,9.94
115720835,0.66,-0.04,9.61
115720835,0.90,0.18,9.52
115720837,0.74,0.13,9.84
115720837,0.45,-0.08,9.66
115720839,0.54,0.04,9.39
115720840,0.81,0.13,9.84
115720842,0.57,0.05,9.51
115720842,0.48,0.07,9.56
115720844,0.65,0.01,9.91
115720844,0.80,0.02,9.69
115720847,0.71,0.13,9.61
115720847,0.57,0.06,9.96
115720849,0.50,-0.06,9.74
115720849,0.74,0.11,9.46
115720851,0.85,0.17,9.79
115720851,0.68,0.03,9.84
115720853,0.48,-0.09,9.46
115720853,0.82,0.06,9.91
115720855,0.77,0.09,9.52
115720856,0.59,0.14,9.49
115720857,0.48,0.08,9.90
115720857,0.52,-0.04,9.71
115720859,0.77,0.13,9.51
115720859,0.75,0.20,9.84
115720861,0.54,-0.03,9.79
115720861,0.43,-0.06,9.50
115720863,0.75,0.07,9.66
115720863,0.84,0.11,9.89
115720865,0.52,0.08,9.53
115720866,0.60,0.06,9.86
115720867,0.72,0.01,9.67
115720868,0.78,0.15,9.51
115720870,0.60,0.19,9.84
115720871,0.42,-0.03,9.72
115720872,0.58,-0.07,9.40
115720874,0.81,0.03,9.74
115720874,0.79,0.08,9.91
115720876,0.51,-0.06,9.61
115720876,0.47,0.02,9.54
115720878,0.81,0.05,9.77
115720878,0.70,0.11,9.53
115720881,0.60,0.11,9.84
115720881,0.51,-0.03,9.89
115720883,0.65,0.04,9.50
115720883,0.88,0.12,9.75
115720885,0.73,0.08,9.97
115720885,0.41,-0.02,9.62
115720887,0.55,-0.02,9.66
115720887,0.80,0.14,9.96
115720889,0.77,0.08,9.71
115720889,0.52,0.05,9.82
115720891,0.59,-0.02,9.80
115720891,0.82,0.06,9.46
115720894,0.83,0.12,9.68
115720894,0.49,0.04,9.89
115720895,0.41,-0.04,9.52
115720896,0.68,0.16,9.55
115720898,0.93,0.19,9.93
115720898,0.64,0.08,9.82
115720900,0.46,0.04,9.44
115720900,0.59,0.02,9.84
115720902,0.77,0.10,9.44
115720902,0.68,0.18,9.67
115720904,0.49,0.02,9.90
115720904,0.56,-0.05,9.50
115720906,0.83,0.07,9.45
115720907,0.83,0.14,9.86
115720909,0.53,-0.01,9.68
115720909,0.47,-0.03,9.55
115720911,0.69,0.05,9.86
115720911,0.83,0.08,9.80
115720913,0.72,0.06,9.45
115720913,0.48,-0.02,9.88
115720915,0.67,-0.03,9.40
115720915,0.89,0.11,9.53
115720917,0.72,0.17,9.95
115720917,0.43,-0.08,9.70
115720919,0.45,-0.03,9.48
115720919,0.75,0.14,9.83
115720921,0.76,0.11,9.88
115720921,0.57,-0.00,9.57
115720923,0.51,0.06,9.73
115720924,0.80,0.00,9.58
115720925,0.83,0.17,9.55
115720926,0.59,0.07,9.95
115720928,0.41,-0.06,9.66
115720929,0.62,0.07,9.48
115720930,0.86,0.17,9.87
115720932,0.62,0.06,9.84
115720932,0.40,0.03,9.44
115720933,0.51,0.06,9.72
115720935,0.71,0.03,9.92
115720937,0.77,0.06,9.57
115720937,0.67,0.15,9.59
115720938,0.53,-0.05,9.68
115720939,0.75,0.08,9.43
115720941,0.81,0.18,9.76
115720941,0.55,0.05,9.84
115720943,0.41,-0.03,9.53
115720943,0.71,0.11,9.72
115720945,0.90,0.10,9.89
115720945,0.71,0.03,9.58
115720947,0.51,0.09,9.54
115720947,0.48,0.03,9.87
115720949,0.68,-0.01,9.63
115720949,0.74,0.16,9.83
115720951,0.43,0.01,9.84
115720951,0.47,-0.05,9.50
115720953,0.80,0.12,9.65
115720953,0.79,0.17,9.91
115720956,0.53,0.05,9.53
115720956,0.48,0.09,9.53
115720958,0.62,0.04,9.95
115720959,0.75,0.01,9.74
115720960,0.73,0.11,9.53
115720960,0.54,0.11,9.79
115720962,0.59,-0.05,9.43
115720962,0.89,0.12,9.63
115720965,0.72,0.06,9.91
115720965,0.41,-0.07,9.66
115720967,0.51,-0.00,9.62
115720967,0.77,0.05,9.91
115720969,0.71,0.06,9.81
115720969,0.56,0.11,9.56
115720971,0.47,0.03,9.82
115720971,0.49,-0.07,9.85
115720973,0.86,0.17,9.67
115720973,0.66,0.09,9.87
115720975,0.42,-0.07,9.55
115720975,0.63,0.03,9.61
115720977,0.86,0.08,9.90
115720978,0.66,0.02,9.69
115720979,0.52,0.05,9.48
115720980,0.56,0.02,9.76
115720981,0.67,0.02,9.89
115720981,0.82,0.07,9.51
115720983,0.71,0.21,9.65
115720984,0.43,0.07,9.86
115720986,0.80,0.13,9.58
115720987,0.82,0.15,9.96
115720989,0.57,0.00,9.78
115720989,0.49,0.00,9.46
115720991,0.62,0.07,9.79
115720991,0.70,0.05,9.81
115720993,0.73,0.14,9.49
115720993,0.63,0.15,9.75
115720995,0.49,-0.00,9.94
115720995,0.63,-0.03,9.51
115720997,0.88,0.17,9.54
115720997,0.51,-0.04,9.71
115720999,0.52,-0.02,9.50
115720999,0.81,0.11,9.79
115721000,0.84,0.05,9.83
115721002,0.64,0.02,9.52
115721003,0.54,0.02,9.62
115721004,0.59,-0.01,9.82
115721005,0.69,0.04,9.54
115721006,0.80,0.17,9.55
115721007,0.58,0.12,9.85
115721007,0.40,-0.06,9.65
115721010,0.81,0.12,9.82
115721010,0.72,0.13,9.87
115721012,0.46,0.05,9.43
115721012,0.50,0.04,9.62
115721014,0.68,0.04,9.95
115721014,0.79,0.04,9.62
115721016,0.68,0.16,9.55
115721017,0.52,0.05,9.96
115721018,0.40,-0.10,9.79
115721020,0.70,0.02,9.58
115721021,0.90,0.15,9.96
115721022,0.46,-0.02,9.50
115721023,0.61,0.11,9.72
115721025,0.77,0.11,9.92
115721025,0.74,0.02,9.56
115721027,0.64,0.04,9.50
115721027,0.51,0.05,9.93
115721029,0.64,-0.03,9.63
115721029,0.82,0.08,9.40
115721031,0.79,0.20,9.84
115721031,0.49,-0.00,9.85
115721033,0.45,-0.03,9.47
115721033,0.81,0.16,9.90
115721035,0.53,0.09,9.56
115721035,0.42,0.10,9.49
115721038,0.55,-0.00,9.89
115721038,0.73,0.02,9.72
115721040,0.81,0.14,9.52
115721040,0.66,0.16,9.90
115721041,0.46,-0.07,9.83
115721041,0.59,-0.06,9.48
115721044,0.84,0.19,9.70
115721044,0.75,0.15,9.93
115721046,0.50,-0.02,9.60
115721047,0.72,0.03,9.95
115721048,0.76,0.05,9.79
115721049,0.68,0.12,9.59
115721051,0.61,0.08,9.87
115721051,0.51,-0.06,9.83
115721053,0.68,0.01,9.62
115721053,0.81,0.20,9.80
115721055,0.67,0.08,10.00
115721055,0.41,-0.04,9.63
115721057,0.62,0.01,9.62
115721057,0.76,0.06,9.76
115721059,0.56,0.07,9.52
115721059,0.51,0.07,9.71
115721061,0.56,-0.03,9.78
115721061,0.78,0.03,9.45
115721063,0.76,0.16,9.56
115721064,0.51,0.06,9.88
115721065,0.44,-0.07,9.57
115721066,0.76,0.07,9.56
115721068,0.89,0.14,9.95
115721068,0.69,0.02,9.73
115721070,0.48,0.05,9.84
115721070,0.72,0.01,9.79
115721072,0.75,0.07,9.53
115721072,0.69,0.16,9.68
115721073,0.49,-0.02,9.85
115721074,0.54,-0.06,9.57
115721076,0.83,0.14,9.57
115721076,0.81,0.10,9.93
115721079,0.53,-0.02,9.73
115721081,0.49,0.03,9.46
115721081,0.76,0.11,9.75
115721083,0.64,0.04,9.38
115721083,0.50,0.09,9.57
115721085,0.51,0.00,9.80
115721085,0.65,0.02,9.49
115721087,0.86,0.21,9.49
115721087,0.68,0.20,9.98
115721089,0.41,-0.06,9.73
115721089,0.52,-0.00,9.39
115721091,0.79,0.13,9.84
115721091,0.72,0.14,9.88
115721093,0.53,0.07,9.45
115721093,0.68,-0.01,9.91
115721095,0.76,0.04,9.62
115721095,0.77,0.14,9.65
115721097,0.57,0.10,9.95
115721097,0.42,-0.11,9.73
115721100,0.75,-0.05,9.54
115721100,0.91,0.14,9.96
115721102,0.65,0.07,9.85
115721102,0.43,0.05,9.56
115721104,0.60,0.06,9.72
115721104,0.82,0.06,9.92
115721106,0.61,0.12,9.64
115721106,0.46,0.09,9.93
115721108,0.54,-0.04,9.73
115721108,0.83,0.15,9.48
115721110,0.82,0.21,9.86
115721110,0.49,-0.04,9.90
115721112,0.43,-0.06,9.43
115721113,0.69,0.04,9.61
115721114,0.86,0.06,9.87
115721115,0.70,0.04,9.65
115721117,0.53,0.06,9.58
115721117,0.69,-0.03,9.65
115721120,0.82,0.11,9.41
115721120,0.65,0.14,9.85
115721122,0.39,-0.07,9.82
115721122,0.51,-0.06,9.45
115721124,0.87,0.14,9.60
115721124,0.81,0.08,9.90
115721126,0.54,0.01,9.62
115721126,0.50,0.06,9.56
115721128,0.69,0.06,9.89
115721128,0.80,-0.04,9.72
115721130,0.57,0.05,9.83
115721130,0.51,-0.04,9.80
115721132,0.69,0.01,9.51
115721132,0.92,0.18,9.75
115721134,0.72,0.10,9.96
115721134,0.44,-0.06,9.50
115721136,0.55,0.03,9.55
115721136,0.80,0.09,10.00
115721138,0.75,0.06,9.71
115721138,0.60,0.07,9.52
115721141,0.48,-0.01,9.79
115721143,0.74,0.03,9.43
115721143,0.85,0.17,9.73
115721145,0.56,0.04,9.95
115721145,0.40,-0.04,9.52
115721147,0.68,0.03,9.55
115721147,0.86,0.12,9.92
115721149,0.73,0.03,9.73
115721149,0.52,-0.01,9.51
115721151,0.58,0.05,9.88
115721151,0.68,0.03,9.82
115721153,0.75,0.09,9.39
115721153,0.48,0.00,9.90
115721155,0.52,-0.07,9.60
115721155,0.84,0.12,9.59
115721157,0.84,0.17,9.96
115721157,0.58,0.01,9.77
115721159,0.48,-0.02,9.47
115721159,0.65,0.05,9.83
115721162,0.76,0.08,9.84
115721162,0.69,0.06,9.44
115721164,0.59,0.09,9.69
115721164,0.53,-0.03,9.84
115721167,0.82,0.14,9.56
115721167,0.73,0.15,9.94
115721169,0.43,-0.02,9.74
115721169,0.48,-0.02,9.51
115721171,0.72,0.11,9.84
115721171,0.80,0.11,9.87
115721173,0.60,0.05,9.47
115721173,0.52,0.10,9.69
115721175,0.62,0.02,9.91
115721175,0.84,-0.02,9.58
115721177,0.61,0.10,9.93
115721177,0.41,-0.09,9.72
115721179,0.59,-0.01,9.43
115721179,0.83,0.16,9.84
115721181,0.68,0.09,9.82
115721181,0.49,0.03,9.51
115721184,0.58,0.06,9.81
115721184,0.77,0.02,9.95
115721186,0.73,0.05,9.54
115721186,0.61,0.16,9.64
115721188,0.51,0.04,9.95
115721188,0.72,0.04,9.45
115721190,0.78,0.11,9.90
115721191,0.52,-0.02,9.86
115721192,0.38,-0.06,9.47
115721193,0.60,0.05,9.71
115721194,0.80,0.04,10.00
115721195,0.67,0.06,9.59
115721196,0.55,0.10,9.59
115721197,0.46,-0.01,9.87
115721198,0.61,-0.08,9.67
115721198,0.86,0.10,9.42
115721200,0.46,0.00,9.85
115721202,0.46,-0.03,9.47
115721202,0.73,0.13,9.73
115721204,0.76,0.07,9.89
115721204,0.60,-0.02,9.56
115721206,0.51,0.07,9.58
115721207,0.56,0.04,9.92
115721209,0.74,0.02,9.70
115721209,0.80,0.12,9.55
115721210,0.62,0.06,9.83
115721212,0.41,-0.07,9.78
115721213,0.88,0.14,9.76
115721213,0.73,0.09,9.96
115721215,0.40,-0.02,9.51
115721215,0.55,-0.02,9.54
115721218,0.78,0.00,9.99
115721218,0.79,0.05,9.73
115721220,0.62,0.13,9.50
115721220,0.52,0.04,9.81
115721222,0.48,-0.06,9.82
115721222,0.78,0.04,9.46
115721224,0.89,0.20,9.72
115721224,0.36,-0.12,9.57
115721226,0.60,0.03,9.67
115721226,0.79,0.08,9.85
115721228,0.61,0.04,9.65
115721228,0.45,0.02,9.52
115721230,0.56,0.00,9.82
115721230,0.66,-0.03,9.84
115721232,0.71,0.08,9.51
115721232,0.72,0.18,9.74
115721235,0.45,0.04,9.97
115721235,0.42,-0.15,9.60
115721237,0.87,0.14,9.80
115721237,0.58,0.01,9.63
115721239,0.44,-0.04,9.50
115721239,0.64,0.05,9.84
115721241,0.76,0.05,9.87
115721241,0.77,0.06,9.49
115721243,0.64,0.14,9.73
115721244,0.42,-0.02,9.92
115721245,0.53,-0.10,9.63
115721246,0.86,0.13,9.61
115721248,0.77,0.13,9.99
115721248,0.50,-0.06,9.52
115721249,0.78,0.04,9.90
115721251,0.78,0.06,9.90
115721253,0.60,0.10,9.52
115721253,0.48,0.11,9.67
115721255,0.54,0.03,9.98
115721255,0.64,0.05,9.64
115721257,0.83,0.17,9.65
115721257,0.67,0.07,9.94
115721259,0.42,-0.11,9.73
115721259,0.59,-0.07,9.45
115721261,0.74,0.05,9.84
115721261,0.51,0.03,9.56
115721263,0.49,0.06,9.65
115721263,0.65,0.03,9.85
115721266,0.81,0.05,9.54
115721266,0.75,0.14,9.60
115721267,0.55,0.06,9.84
115721267,0.39,-0.10,9.66
115721269,0.69,0.07,9.46
115721269,0.90,0.19,9.78
115721271,0.66,0.06,9.84
115721271,0.62,0.08,9.72
115721273,0.80,0.05,9.88
115721274,0.71,0.03,9.55
115721276,0.62,0.15,9.64
115721276,0.52,0.05,9.89
115721278,0.56,-0.09,9.67
115721280,0.80,0.09,9.50
115721280,0.83,0.16,9.88
115721282,0.57,0.04,9.81
115721282,0.44,-0.04,9.53
115721284,0.68,0.10,9.72
115721284,0.64,0.05,9.59
115721286,0.52,0.06,9.55
115721286,0.63,0.05,9.87
115721289,0.73,-0.05,9.61
115721289,0.82,0.13,9.40
115721291,0.68,0.13,9.80
115721291,0.45,-0.03,9.79
115721293,0.56,-0.07,9.41
115721293,0.81,0.09,9.71
115721295,0.77,0.11,9.91
115721295,0.51,0.03,9.52
115721297,0.69,0.08,9.85
115721298,0.82,0.09,9.62
115721300,0.69,0.17,9.46
115721300,0.51,0.07,9.79
115721301,0.48,-0.12,9.70
115721302,0.67,-0.04,9.33
115721304,0.90,0.20,9.69
115721304,0.66,0.15,9.91
115721306,0.38,-0.01,9.54
115721306,0.45,0.06,9.53
