DATETIME,X,Y,Z
155012284, 0.31,-0.55,10.37
155012286, 0.09,-0.67,10.15
155012290, -0.16,-0.53,9.96
155012293, -0.01,0.06,10.07
155012295, 0.25,-0.02,10.25
155012295, 0.43,-0.23,10.50
155012297, 0.21,-0.68,10.35
155012301, -0.06,-0.64,10.17
155012303, -0.29,-0.42,10.05
155012307, -0.36,-0.21,9.93
155012309, -0.26,0.02,10.00
155012309, 0.33,0.01,10.36
155012311, 0.42,-0.52,10.42
155012315, 0.14,-0.67,10.21
155012317, -0.16,-0.57,10.07
155012319, -0.41,-0.40,9.93
155012321, -0.25,0.08,10.01
155012323, 0.07,0.05,10.30
155012325, 0.37,-0.13,10.35
155012329, 0.52,-0.40,10.45
155012331, 0.38,-0.56,10.44
155012333, -0.26,-0.54,10.03
155012335, -0.28,-0.01,9.86
155012337, -0.07,0.06,10.19
155012340, 0.28,0.02,10.44
155012343, 0.42,-0.51,10.52
155012345, 0.21,-0.66,10.31
155012345, -0.11,-0.63,10.08
155012349, -0.29,-0.42,9.98
155012351, -0.36,-0.21,9.97
155012354, -0.02,0.08,10.16
155012357, 0.49,-0.39,10.47
155012357, 0.42,-0.55,10.40
155012360, 0.18,-0.66,10.26
155012362, -0.41,-0.37,9.89
155012365, -0.40,-0.06,9.90
155012367, -0.17,0.06,9.98
155012367, 0.11,-0.00,10.18
155012369, 0.38,-0.08,10.39
155012373, 0.34,-0.60,10.46
155012375, 0.03,-0.67,10.21
155012379, -0.41,-0.26,9.99
155012381, -0.30,0.00,9.96
155012381, 0.31,-0.04,10.42
155012384, 0.47,-0.32,10.44
155012386, 0.49,-0.49,10.45
155012390, 0.25,-0.63,10.36
155012392, -0.07,-0.63,10.13
155012392, -0.45,-0.18,9.96
155012396, -0.34,0.00,10.00
155012398, 0.37,-0.13,10.46
155012400, 0.46,-0.34,10.53
155012404, 0.11,-0.70,10.21
155012406, -0.19,-0.54,10.00
155012406, -0.38,-0.37,9.81
155012408, -0.39,-0.06,9.90
155012412, -0.17,0.09,10.08
155012414, 0.36,-0.17,10.43
155012416, 0.42,-0.41,10.52
155012418, 0.33,-0.59,10.49
155012420, -0.32,-0.50,10.01
155012422, -0.32,-0.04,9.97
155012426, -0.06,0.08,10.14
155012428, 0.32,-0.02,10.38
155012428, 0.46,-0.29,10.49
155012430, 0.40,-0.52,10.45
155012434, 0.26,-0.65,10.31
155012436, -0.34,-0.44,9.97
155012440, -0.37,-0.19,9.94
155012443, 0.09,-0.00,10.33
155012443, 0.49,-0.41,10.60
155012444, 0.38,-0.61,10.42
155012448, 0.06,-0.67,10.31
155012450, -0.27,-0.53,10.02
155012452, -0.43,-0.35,9.97
155012454, -0.40,-0.07,9.99
155012456, 0.16,0.06,10.28
155012458, 0.42,-0.20,10.39
155012462, 0.48,-0.44,10.36
155012464, -0.00,-0.62,10.15
155012466, -0.41,-0.30,9.84
155012468, -0.25,-0.02,9.97
155012470, 0.00,0.03,10.16
155012472, 0.32,-0.05,10.30
155012476, 0.47,-0.25,10.41
155012478, 0.21,-0.62,10.27
155012478, -0.11,-0.58,10.17
155012480, -0.37,-0.44,10.02
155012484, -0.40,-0.20,9.89
155012486, 0.32,-0.08,10.35
155012490, 0.41,-0.40,10.47
155012490, 0.39,-0.59,10.42
155012493, 0.08,-0.65,10.20
155012496, -0.22,-0.57,10.03
155012499, -0.37,-0.06,10.04
155012501, -0.17,0.07,10.20
155012503, 0.11,0.07,10.28
155012503, 0.35,-0.18,10.37
155012506, -0.05,-0.68,10.10
155012510, -0.26,-0.50,9.92
155012511, -0.43,-0.22,9.88
155012514, -0.31,-0.02,10.02
155012517, 0.29,-0.01,10.35
155012517, 0.44,-0.31,10.48
155012520, 0.43,-0.48,10.42
155012523, 0.20,-0.56,10.29
155012525, -0.11,-0.58,10.17
155012528, -0.19,0.07,9.99
155012528, 0.11,0.04,10.22
155012531, 0.40,-0.08,10.41
155012534, 0.46,-0.35,10.44
155012537, 0.37,-0.53,10.40
155012539, -0.29,-0.56,10.01
155012540, -0.41,-0.35,9.90
155012543, -0.38,-0.02,9.87
155012545, -0.15,0.04,10.03
155012547, 0.15,0.00,10.28
155012551, 0.31,-0.63,10.28
155012554, -0.04,-0.67,10.11
155012554, -0.30,-0.42,9.96
155012557, -0.45,-0.24,9.85
155012559, -0.02,0.06,10.14
155012562, 0.31,-0.03,10.38
155012565, 0.50,-0.29,10.39
155012565, 0.46,-0.48,10.42
155012567, 0.19,-0.60,10.31
155012569, -0.37,-0.41,9.97
155012573, -0.13,0.03,10.17
155012576, 0.13,0.08,10.26
155012576, 0.40,-0.05,10.45
155012579, 0.34,-0.57,10.39
155012581, 0.06,-0.69,10.20
155012584, -0.20,-0.52,10.02
155012587, -0.44,-0.32,9.93
155012589, -0.35,-0.06,9.91
155012590, 0.22,0.06,10.35
155012593, 0.44,-0.49,10.46
155012595, 0.26,-0.65,10.31
155012598, 0.00,-0.59,10.10
155012601, -0.39,-0.19,9.97
155012601, -0.27,0.04,10.07
155012604, -0.03,0.09,10.18
155012606, 0.30,-0.03,10.35
155012609, 0.40,-0.35,10.48
155012612, 0.10,-0.69,10.31
155012612, -0.16,-0.61,10.09
155012614, -0.38,-0.02,9.92
155012616, -0.20,0.10,10.03
155012620, 0.36,-0.15,10.43
155012622, 0.40,-0.45,10.37
155012626, 0.28,-0.62,10.34
155012626, 0.04,-0.62,10.15
155012628, -0.27,-0.49,9.98
155012630, -0.34,-0.07,10.01
155012634, -0.12,0.06,10.14
155012636, 0.20,0.02,10.32
155012636, 0.40,-0.50,10.41
155012640, -0.10,-0.59,10.14
155012643, -0.35,-0.44,10.02
155012645, -0.46,-0.20,9.90
155012647, -0.30,0.04,9.96
155012647, -0.01,0.02,10.20
155012651, 0.48,-0.35,10.44
155012653, 0.39,-0.52,10.35
155012657, 0.13,-0.62,10.25
155012659, -0.38,-0.38,10.01
155012661, -0.20,0.04,10.07
155012661, 0.13,0.05,10.26
155012663, 0.42,-0.15,10.42
155012667, 0.51,-0.38,10.43
155012669, 0.31,-0.60,10.37
155012673, -0.27,-0.47,10.07
155012673, -0.42,-0.29,10.00
155012675, -0.35,-0.04,10.03
155012677, 0.31,-0.02,10.43
155012681, 0.48,-0.53,10.49
155012683, 0.22,-0.71,10.28
155012687, -0.10,-0.65,10.08
155012687, -0.32,-0.37,9.98
155012689, -0.40,-0.19,9.98
155012692, 0.04,0.08,10.25
155012694, 0.36,-0.02,10.38
155012698, 0.45,-0.29,10.49
155012698, 0.37,-0.55,10.44
155012700, -0.41,-0.30,10.04
155012704, -0.33,-0.05,9.98
155012706, -0.11,0.02,10.07
155012708, 0.17,-0.04,10.30
155012712, 0.45,-0.20,10.42
155012712, 0.33,-0.63,10.32
155012714, 0.00,-0.64,10.18
155012716, -0.29,-0.59,10.03
155012720, -0.43,-0.31,9.97
155012722, 0.27,-0.06,10.31
155012722, 0.44,-0.33,10.43
155012726, 0.40,-0.52,10.35
155012728, 0.12,-0.67,10.27
155012730, -0.14,-0.56,10.09
155012734, -0.38,-0.44,9.94
155012736, -0.20,0.07,9.99
155012736, 0.08,0.01,10.12
155012738, 0.35,-0.09,10.39
155012743, 0.51,-0.34,10.56
155012745, -0.21,-0.55,10.06
155012747, -0.38,-0.33,9.92
155012747, -0.35,-0.09,9.97
155012751, -0.12,0.08,10.11
155012753, 0.16,0.06,10.33
155012756, 0.43,-0.40,10.47
155012759, 0.31,-0.58,10.40
155012759, -0.05,-0.62,10.21
155012761, -0.28,-0.46,9.95
155012763, -0.40,-0.28,9.91
155012767, 0.31,-0.08,10.41
155012769, 0.42,-0.30,10.50
155012773, 0.39,-0.52,10.44
155012773, 0.17,-0.67,10.28
155012775, -0.35,-0.35,9.93
155012777, -0.38,-0.12,9.84
155012781, -0.25,0.04,10.00
155012784, 0.01,0.02,10.19
155012784, 0.37,-0.10,10.42
155012786, 0.00,-0.63,10.19
155012790, -0.29,-0.51,10.09
155012792, -0.43,-0.32,9.98
155012796, -0.13,0.06,10.06
155012796, 0.21,0.02,10.29
155012798, 0.44,-0.21,10.49
155012800, 0.46,-0.45,10.48
155012804, 0.33,-0.60,10.39
155012806, -0.07,-0.63,10.16
155012808, -0.45,-0.29,9.86
155012810, 0.03,0.01,10.28
155012812, 0.34,-0.03,10.34
155012814, 0.47,-0.31,10.45
155012818, 0.17,-0.69,10.27
155012820, -0.17,-0.56,10.00
155012820, -0.38,-0.34,9.95
155012822, -0.34,-0.09,9.91
155012826, -0.19,0.02,10.05
155012829, 0.34,-0.07,10.41
155012831, 0.50,-0.32,10.52
155012831, 0.04,-0.68,10.18
155012835, -0.27,-0.51,10.01
155012837, -0.40,-0.01,9.89
155012839, -0.21,0.07,10.05
155012843, 0.11,0.03,10.33
155012845, 0.36,-0.21,10.41
155012845, 0.46,-0.45,10.38
155012847, -0.05,-0.62,10.22
155012851, -0.28,-0.47,10.01
155012853, -0.26,0.05,10.11
155012855, 0.00,0.02,10.19
155012855, 0.51,-0.29,10.43
155012859, 0.44,-0.51,10.45
155012861, 0.12,-0.66,10.28
155012865, -0.23,-0.54,10.07
155012868, -0.39,-0.35,10.04
155012871, -0.30,0.02,10.03
155012871, 0.02,0.04,10.12
155012874, 0.31,-0.11,10.42
155012876, 0.31,-0.59,10.25
155012879, -0.26,-0.52,9.98
155012881, -0.43,-0.31,9.89
155012881, -0.35,-0.03,9.88
155012884, -0.10,0.09,10.13
155012887, 0.19,-0.01,10.29
155012889, 0.45,-0.43,10.45
155012892, 0.23,-0.60,10.31
155012892, -0.10,-0.69,10.12
155012895, -0.45,-0.21,9.91
155012897, 0.04,0.05,10.10
155012901, 0.33,-0.06,10.40
155012903, 0.50,-0.33,10.48
155012905, 0.43,-0.56,10.42
155012905, 0.16,-0.70,10.13
155012910, -0.41,-0.38,9.92
155012912, -0.40,-0.11,9.91
155012914, -0.21,0.07,10.00
155012918, 0.05,0.03,10.27
155012918, 0.35,-0.64,10.35
155012920, 0.02,-0.62,10.17
155012922, -0.30,-0.51,10.00
155012926, -0.45,-0.32,9.88
155012928, -0.34,-0.03,9.92
155012928, 0.25,0.04,10.31
155012932, 0.45,-0.25,10.52
155012934, 0.48,-0.50,10.46
155012936, 0.31,-0.62,10.31
155012940, -0.42,-0.15,9.94
155012940, -0.20,0.04,9.90
155012942, 0.05,0.07,10.13
155012945, 0.34,0.00,10.34
155012948, 0.47,-0.35,10.50
155012950, 0.17,-0.68,10.32
155012950, -0.14,-0.59,10.03
155012952, -0.41,-0.39,9.89
155012956, -0.41,-0.14,9.89
155012958, -0.21,0.02,10.08
155012962, 0.42,-0.44,10.45
155012964, 0.29,-0.64,10.34
155012964, 0.02,-0.64,10.14
155012966, -0.26,-0.45,10.02
155012970, -0.29,-0.02,10.07
155012972, -0.08,0.03,10.24
155012976, 0.25,-0.07,10.42
155012976, 0.45,-0.32,10.47
155012978, 0.45,-0.51,10.44
155012980, 0.25,-0.60,10.32
155012984, -0.36,-0.18,9.93
155012986, -0.25,0.00,10.13
155012988, 0.04,0.01,10.27
155012988, 0.34,-0.05,10.44
155012993, 0.47,-0.55,10.41
155012995, 0.16,-0.67,10.19
155012998, -0.19,-0.51,10.03
155012999, -0.43,-0.37,9.91
155013001, -0.36,-0.10,9.94
155013003, 0.40,-0.23,10.45
155013007, 0.41,-0.43,10.42
155013008, 0.28,-0.60,10.33
155013012, -0.03,-0.62,10.21
155013015, -0.42,-0.25,9.96
155013015, -0.26,-0.06,9.92
155013018, -0.03,0.06,10.13
155013021, 0.24,-0.00,10.32
155013024, 0.42,-0.32,10.52
155013026, 0.29,-0.66,10.21
155013026, -0.42,-0.41,9.94
155013028, -0.41,-0.10,9.94
155013031, -0.19,0.08,10.12
155013034, 0.33,-0.08,10.45
155013037, 0.46,-0.34,10.47
155013037, 0.34,-0.56,10.35
155013040, 0.05,-0.66,10.19
155013043, -0.18,-0.56,10.07
155013045, -0.36,-0.06,9.96
155013047, 0.26,-0.02,10.31
155013049, 0.48,-0.28,10.44
155013051, 0.46,-0.47,10.39
155013053, -0.01,-0.64,10.15
155013055, -0.29,-0.49,9.98
155013060, -0.43,-0.24,9.91
155013062, -0.31,0.04,10.00
155013062, -0.06,0.04,10.17
155013064, 0.45,-0.22,10.41
155013068, 0.42,-0.48,10.46
155013070, -0.18,-0.60,10.04
155013072, -0.42,-0.43,9.99
155013076, -0.17,0.02,10.06
155013076, 0.10,0.02,10.22
155013078, 0.39,-0.10,10.38
155013082, 0.54,-0.33,10.47
155013084, 0.43,-0.53,10.39
155013086, -0.20,-0.49,10.10
155013088, -0.40,-0.34,10.05
155013090, -0.09,0.01,10.10
155013092, 0.23,-0.03,10.28
155013094, 0.47,-0.50,10.45
155013098, 0.26,-0.66,10.34
155013100, -0.09,-0.67,10.10
155013100, -0.29,-0.46,9.90
155013104, -0.44,-0.23,9.89
155013106, -0.08,0.08,10.18
155013108, 0.26,0.00,10.36
155013112, 0.52,-0.30,10.45
155013112, 0.15,-0.64,10.25
155013114, -0.44,-0.40,9.96
155013118, -0.45,-0.11,9.90
155013120, -0.23,0.10,10.02
155013122, 0.17,0.06,10.22
155013124, 0.40,-0.09,10.40
155013126, 0.43,-0.38,10.47
155013128, 0.08,-0.66,10.23
155013132, -0.22,-0.51,9.98
155013134, -0.28,-0.01,9.97
155013134, 0.23,-0.06,10.35
155013136, 0.45,-0.26,10.41
155013140, 0.45,-0.49,10.42
155013142, 0.28,-0.67,10.32
155013146, 0.00,-0.62,10.13
155013148, -0.32,-0.44,10.01
155013148, -0.26,0.03,9.96
155013150, 0.01,0.02,10.19
155013154, 0.33,-0.01,10.44
155013156, 0.36,-0.59,10.46
155013158, -0.17,-0.57,10.00
155013160, -0.38,-0.40,9.87
155013162, -0.34,-0.08,9.93
155013164, -0.13,0.01,10.05
155013168, 0.11,0.05,10.22
155013170, 0.46,-0.41,10.49
155013170, 0.34,-0.59,10.40
155013172, 0.07,-0.65,10.17
155013176, -0.23,-0.54,9.98
155013178, -0.05,0.02,10.19
155013180, 0.26,0.01,10.40
155013182, 0.52,-0.24,10.49
155013184, 0.50,-0.52,10.41
155013186, 0.26,-0.62,10.20
155013190, -0.38,-0.43,10.04
155013192, -0.45,-0.14,9.94
155013194, -0.29,0.02,9.97
155013194, -0.00,0.06,10.20
155013198, 0.39,-0.64,10.44
155013200, 0.17,-0.68,10.23
155013202, -0.21,-0.49,9.99
155013206, -0.45,-0.34,9.93
155013206, -0.35,-0.08,9.95
155013208, 0.16,0.07,10.14
155013212, 0.42,-0.15,10.36
155013214, 0.38,-0.43,10.50
155013216, 0.27,-0.63,10.40
155013216, 0.00,-0.74,10.20
155013220, -0.29,0.02,10.05
155013222, -0.01,0.06,10.21
155013226, 0.35,0.02,10.39
155013228, 0.52,-0.24,10.46
155013228, 0.24,-0.67,10.23
155013230, -0.10,-0.61,10.08
155013234, -0.40,-0.47,9.95
155013236, -0.47,-0.19,9.91
155013240, -0.24,-0.04,9.96
155013243, 0.35,-0.04,10.39
155013243, 0.33,-0.59,10.40
155013246, 0.04,-0.67,10.21
155013247, -0.23,-0.57,10.03
155013251, -0.38,-0.03,9.96
155013253, -0.15,0.05,10.13
155013253, 0.16,0.01,10.30
155013257, 0.43,-0.21,10.45
155013259, 0.41,-0.40,10.43
155013261, -0.03,-0.67,10.22
155013265, -0.46,-0.19,9.88
155013267, -0.35,0.03,10.02
155013267, -0.06,0.05,10.26
155013269, 0.46,-0.31,10.39
155013273, 0.40,-0.50,10.41
155013275, 0.19,-0.70,10.31
155013277, -0.10,-0.59,10.13
155013279, -0.32,-0.38,10.00
155013281, -0.23,0.07,9.99
155013283, -0.02,0.08,10.20
155013287, 0.48,-0.42,10.41
155013289, 0.36,-0.61,10.30
155013292, -0.19,-0.50,10.08
155013292, -0.40,-0.24,9.95
155013296, -0.37,-0.03,9.98
155013298, -0.15,0.09,10.12
155013300, 0.25,-0.01,10.33
155013304, 0.49,-0.45,10.42
155013304, 0.31,-0.64,10.31
155013306, -0.29,-0.47,9.97
155013310, -0.44,-0.22,9.90
155013312, -0.04,0.09,10.21
155013314, 0.27,-0.03,10.35
155013314, 0.41,-0.31,10.44
155013318, 0.41,-0.49,10.41
155013320, 0.14,-0.65,10.23
155013322, -0.40,-0.35,9.92
155013326, -0.41,-0.11,9.95
155013328, -0.25,0.06,10.02
155013328, 0.45,-0.16,10.37
155013332, 0.37,-0.62,10.37
155013334, 0.04,-0.63,10.19
155013336, -0.22,-0.49,10.01
155013340, -0.40,-0.30,9.87
155013340, -0.35,0.01,9.98
155013342, 0.18,-0.01,10.35
155013346, 0.42,-0.19,10.53
155013348, 0.47,-0.46,10.52
155013350, 0.22,-0.62,10.37
155013350, -0.38,-0.21,9.94
155013354, -0.26,0.02,10.00
155013356, -0.00,0.01,10.16
155013360, 0.33,-0.09,10.30
155013362, 0.50,-0.34,10.47
155013364, 0.17,-0.64,10.21
155013364, -0.19,-0.59,10.06
155013368, -0.40,-0.39,9.90
155013370, -0.36,-0.08,9.91
155013372, 0.40,-0.17,10.49
155013376, 0.43,-0.42,10.43
155013376, 0.25,-0.58,10.40
155013378, -0.04,-0.63,10.16
155013382, -0.28,-0.50,9.96
155013384, -0.40,-0.02,9.88
155013386, -0.15,0.05,10.08
155013390, 0.21,0.00,10.28
155013390, 0.42,-0.23,10.48
155013392, 0.46,-0.49,10.40
155013394, -0.39,-0.37,9.97
155013398, -0.48,-0.13,9.91
155013401, -0.28,0.09,10.01
155013402, 0.01,0.16,10.17
155013404, 0.43,-0.27,10.36
155013407, 0.40,-0.51,10.33
155013410, 0.12,-0.64,10.26
155013412, -0.12,-0.59,10.00
155013412, -0.39,-0.34,9.95
155013415, 0.24,0.03,10.28
155013418, 0.44,-0.23,10.45
155013420, 0.47,-0.43,10.50
155013423, 0.32,-0.60,10.37
155013426, -0.25,-0.50,10.00
155013426, -0.40,-0.24,9.98
155013428, -0.35,0.00,10.00
155013431, -0.07,0.05,10.18
155013433, 0.27,-0.04,10.40
155013437, 0.40,-0.38,10.46
155013437, -0.14,-0.61,10.05
155013439, -0.37,-0.41,9.96
155013442, -0.36,-0.19,9.92
155013446, 0.06,-0.02,10.33
155013448, 0.37,-0.10,10.43
155013448, 0.49,-0.41,10.46
155013452, 0.49,-0.58,10.41
155013454, 0.14,-0.70,10.24
155013456, -0.14,-0.52,10.06
155013458, -0.12,0.09,10.18
155013462, 0.19,0.00,10.36
155013462, 0.43,-0.19,10.50
155013464, 0.44,-0.48,10.51
155013466, 0.01,-0.66,10.03
155013470, -0.29,-0.42,9.88
155013472, -0.42,-0.20,9.88
155013472, -0.35,0.04,10.07
155013476, -0.08,0.07,10.16
155013478, 0.43,-0.28,10.40
155013480, 0.12,-0.69,10.35
155013484, -0.14,-0.56,10.08
155013486, -0.34,-0.39,9.90
155013486, -0.17,0.06,10.03
155013488, 0.11,0.03,10.25
155013493, 0.42,-0.08,10.40
155013495, 0.45,-0.39,10.37
155013498, 0.33,-0.58,10.37
155013499, -0.23,-0.53,10.09
155013500, -0.37,-0.33,9.97
155013504, -0.13,0.07,10.18
155013506, 0.48,-0.29,10.46
155013509, 0.45,-0.53,10.42
155013509, 0.25,-0.66,10.32
155013512, -0.08,-0.70,10.14
155013515, -0.34,-0.55,9.94
155013517, -0.27,0.00,10.01
155013520, 0.03,0.02,10.11
155013523, 0.33,-0.07,10.39
155013523, 0.39,-0.60,10.40
155013526, -0.19,-0.55,10.11
155013529, -0.42,-0.37,10.00
155013531, -0.38,-0.09,9.94
155013534, -0.21,0.06,10.07
155013534, 0.17,0.06,10.31
155013537, 0.46,-0.39,10.47
155013540, 0.37,-0.58,10.42
155013542, 0.06,-0.67,10.16
155013544, -0.19,-0.54,10.03
155013548, -0.11,0.00,10.05
155013549, 0.25,0.00,10.32
155013551, 0.46,-0.23,10.39
155013554, 0.43,-0.48,10.47
155013556, 0.20,-0.66,10.35
155013558, -0.30,-0.45,9.89
155013560, -0.41,-0.18,9.89
155013562, -0.21,0.03,10.01
155013563, 0.02,0.10,10.19
155013567, 0.38,-0.60,10.42
155013569, 0.12,-0.68,10.21
155013569, -0.21,-0.55,10.03
155013573, -0.45,-0.31,9.93
155013575, -0.35,-0.07,9.92
155013579, 0.09,0.03,10.37
155013581, 0.39,-0.19,10.52
155013582, 0.46,-0.44,10.49
155013584, 0.30,-0.64,10.43
155013587, -0.03,-0.65,10.27
155013590, -0.26,-0.04,9.98
155013592, 0.02,0.06,10.20
155013596, 0.35,-0.01,10.36
155013596, 0.48,-0.32,10.46
155013599, 0.44,-0.53,10.53
155013601, -0.14,-0.60,10.01
155013604, -0.34,-0.48,10.00
155013607, -0.37,-0.18,9.94
155013607, -0.17,0.01,10.07
155013610, 0.02,0.07,10.23
155013612, 0.34,-0.57,10.33
155013614, 0.07,-0.68,10.16
155013618, -0.21,-0.50,10.01
155013620, -0.43,-0.30,9.90
155013620, -0.16,0.04,10.15
155013622, 0.18,0.02,10.31
155013626, 0.43,-0.20,10.35
155013629, 0.46,-0.49,10.42
155013630, 0.30,-0.64,10.35
155013630, -0.46,-0.19,9.84
155013634, -0.27,0.01,10.01
155013636, -0.07,-0.01,10.15
155013640, 0.28,-0.05,10.35
155013643, 0.41,-0.48,10.48
155013643, 0.16,-0.66,10.28
155013645, -0.13,-0.63,10.05
155013648, -0.31,-0.46,9.93
155013650, -0.36,-0.21,9.88
155013652, 0.06,0.03,10.16
155013656, 0.47,-0.41,10.52
155013656, 0.35,-0.61,10.46
155013658, 0.04,-0.66,10.22
155013662, -0.36,-0.28,9.81
155013664, -0.35,-0.01,9.84
155013666, -0.15,0.05,10.10
155013666, 0.18,-0.02,10.27
155013670, 0.42,-0.24,10.38
155013672, 0.25,-0.65,10.41
155013676, -0.38,-0.40,10.02
155013678, -0.42,-0.21,9.93
155013678, -0.20,0.00,10.04
155013680, 0.30,-0.07,10.46
155013684, 0.43,-0.30,10.46
155013687, 0.40,-0.57,10.38
155013690, 0.11,-0.70,10.22
155013692, -0.17,-0.62,10.07
155013692, -0.41,-0.08,9.96
155013695, -0.25,0.07,10.00
155013697, 0.41,-0.16,10.42
155013700, 0.45,-0.42,10.51
155013704, 0.12,-0.66,10.24
155013704, -0.22,-0.54,9.94
155013706, -0.41,-0.25,9.95
155013708, -0.39,0.02,10.00
155013712, -0.14,0.12,10.18
155013714, 0.45,-0.21,10.39
155013716, 0.44,-0.50,10.40
155013716, -0.14,-0.59,10.02
155013720, -0.35,-0.42,9.93
155013722, -0.28,-0.03,10.02
155013726, -0.01,0.00,10.20
155013728, 0.33,-0.08,10.35
155013728, 0.47,-0.29,10.48
155013730, 0.40,-0.53,10.38
155013734, -0.18,-0.61,9.99
155013736, -0.35,-0.40,9.91
155013738, -0.39,-0.10,9.97
155013740, 0.15,0.08,10.27
155013743, 0.45,-0.41,10.46
155013745, 0.30,-0.64,10.34
155013748, 0.01,-0.70,10.14
155013750, -0.28,-0.47,10.02
155013752, -0.43,-0.26,9.93
155013752, -0.10,0.06,10.18
155013756, 0.22,0.01,10.27
155013758, 0.46,-0.27,10.46
155013762, 0.50,-0.48,10.45
155013764, -0.34,-0.47,9.88
155013764, -0.38,-0.14,9.90
155013768, -0.28,0.06,10.09
155013770, 0.00,0.04,10.16
155013772, 0.32,-0.09,10.36
155013776, 0.37,-0.53,10.39
155013776, 0.10,-0.65,10.26
155013778, -0.22,-0.53,10.01
155013782, -0.45,-0.31,9.92
155013784, 0.12,-0.00,10.30
155013786, 0.38,-0.21,10.51
155013790, 0.45,-0.40,10.48
155013790, 0.31,-0.62,10.32
155013792, -0.01,-0.68,10.10
155013794, -0.45,-0.22,9.90
155013798, -0.26,0.02,10.02
155013800, -0.08,0.06,10.12
155013800, 0.21,0.00,10.36
155013802, 0.40,-0.26,10.44
155013806, -0.15,-0.56,10.07
155013808, -0.38,-0.42,9.95
155013812, -0.41,-0.11,9.99
155013814, -0.21,0.07,10.00
155013814, 0.33,-0.04,10.40
155013816, 0.44,-0.32,10.46
155013820, 0.33,-0.52,10.39
155013823, 0.09,-0.68,10.33
155013825, -0.20,-0.55,10.18
155013825, -0.10,0.03,10.18
155013829, 0.20,0.02,10.31
155013831, 0.44,-0.19,10.41
155013833, 0.46,-0.42,10.48
155013837, -0.01,-0.64,10.12
155013837, -0.32,-0.43,9.99
155013839, -0.41,-0.21,9.84
155013842, -0.33,-0.01,10.06
155013844, -0.03,-0.01,10.21
155013849, 0.48,-0.27,10.36
155013851, 0.17,-0.64,10.25
155013851, -0.14,-0.56,10.10
155013853, -0.38,-0.40,9.99
155013857, -0.20,0.07,10.10
155013859, 0.08,0.02,10.32
155013861, 0.37,-0.14,10.44
155013863, 0.47,-0.37,10.44
155013865, 0.40,-0.56,10.40
155013867, -0.19,-0.50,10.05
155013871, -0.37,-0.00,10.00
155013873, -0.11,0.07,10.16
155013875, 0.28,-0.04,10.24
155013877, 0.53,-0.48,10.43
155013879, 0.25,-0.65,10.38
155013881, -0.05,-0.67,10.15
155013885, -0.24,-0.47,9.93
155013887, -0.41,-0.21,9.81
155013889, -0.06,0.01,10.22
155013889, 0.32,-0.02,10.38
155013893, 0.40,-0.52,10.41
155013895, 0.10,-0.72,10.30
155013897, -0.38,-0.31,10.00
155013901, -0.39,-0.12,9.94
155013901, -0.21,0.06,10.05
155013903, 0.07,0.05,10.22
155013905, 0.37,-0.14,10.41
155013909, 0.35,-0.54,10.34
155013911, 0.11,-0.64,10.06
155013911, -0.38,-0.30,9.95
155013915, -0.29,-0.03,10.01
155013917, 0.27,0.04,10.31
155013919, 0.47,-0.27,10.47
155013923, 0.44,-0.55,10.45
155013926, 0.26,-0.74,10.32
155013927, -0.06,-0.64,10.18
155013929, -0.43,-0.21,9.91
155013932, -0.30,0.01,10.02
155013934, -0.02,0.08,10.18
155013937, 0.50,-0.34,10.47
155013937, 0.09,-0.68,10.22
155013940, -0.16,-0.55,10.04
155013942, -0.41,-0.36,10.01
155013945, -0.36,-0.07,9.90
155013948, -0.14,0.00,10.00
155013951, 0.39,-0.13,10.45
155013951, 0.51,-0.42,10.44
155013954, 0.34,-0.62,10.37
155013957, -0.27,-0.46,9.93
155013959, -0.32,0.02,9.98
155013961, -0.07,0.06,10.17
155013961, 0.26,0.03,10.40
155013965, 0.44,-0.23,10.46
155013967, 0.43,-0.47,10.37
155013971, 0.27,-0.61,10.27
155013973, -0.28,-0.46,10.04
155013973, -0.38,-0.20,9.94
155013976, -0.21,0.02,10.03
155013978, 0.30,-0.07,10.43
155013981, 0.39,-0.55,10.34
155013983, 0.09,-0.70,10.19
155013987, -0.18,-0.53,10.03
155013987, -0.41,-0.31,9.89
155013989, -0.36,-0.03,9.87
155013991, 0.10,0.06,10.32
155013995, 0.35,-0.12,10.41
155013998, 0.47,-0.36,10.51
155013998, 0.00,-0.72,10.19
155013999, -0.47,-0.21,9.93
155014004, -0.34,0.05,10.03
155014006, -0.13,0.10,10.12
155014008, 0.20,0.01,10.40
155014008, 0.42,-0.26,10.44
155014012, 0.25,-0.64,10.39
155014015, -0.11,-0.59,10.13
155014018, -0.35,-0.38,9.97
155014021, -0.42,-0.20,9.90
155014023, 0.38,-0.09,10.37
155014023, 0.48,-0.39,10.46
155014026, 0.34,-0.57,10.36
155014028, 0.05,-0.62,10.20
155014032, -0.21,-0.49,10.10
155014034, -0.36,-0.11,9.95
155014034, -0.16,0.05,10.11
155014037, 0.12,0.02,10.22
155014040, 0.38,-0.18,10.39
155014043, 0.45,-0.42,10.43
155014045, -0.26,-0.43,10.06
155014045, -0.44,-0.18,9.94
155014047, -0.28,0.05,9.99
155014051, -0.03,0.04,10.14
155014053, 0.45,-0.25,10.45
155014055, 0.44,-0.47,10.48
155014059, 0.21,-0.65,10.31
155014059, -0.15,-0.58,10.05
